# water and pfoah on sio2 slab

1996 atoms
8    atom types

Masses

1 1.0078       ! H of water
2 15.9994      ! O of water
3 12.011       ! C of pfoa
4 18.998403    ! F of pfoa
5 15.9994      ! O of pfoa
6 1.0078       ! H of pfoa
7 22.989769    ! Na of ion
8 35.453       ! Cl of ion

Atoms

1064      1          0.2528    7.1820     11.3570    18.2300  
1065      2         -0.4105    7.8250     11.7700    18.8730  
1066      1          0.2528    12.1180    7.1710     43.0500  
1067      1          0.2528    13.4940    6.4170     43.5030  
1068      2         -0.4105    12.9380    7.2390     43.6190  
1069      1          0.2528    2.0200     2.8820     22.7720  
1070      1          0.2528    3.1980     4.0080     22.6750  
1071      2         -0.4105    2.6270     3.4770     23.2990  
1072      1          0.2528    13.1940    8.2660     38.9140  
1073      1          0.2528    12.5360    6.8380     38.4750  
1074      2         -0.4105    13.2800    7.2720     38.9810  
1075      1          0.2528   -0.0060     7.4540     17.2120  
1076      1          0.2528    0.5790     6.3010     18.2110  
1077      2         -0.4105    0.8230     7.0730     17.6240  
1078      1          0.2528    7.2580     16.2990    15.6710  
1079      1          0.2528    8.2710     17.4040    15.0240  
1080      2         -0.4105    7.3160     17.1970    15.2350  
1081      1          0.2528    16.9510    21.6220    17.7930  
1082      1          0.2528    17.3680    20.9290    16.3750  
1083      2         -0.4105    16.9470    20.7710    17.2670  
1084      1          0.2528    12.8540    13.7030    12.0080  
1085      1          0.2528    14.0530    14.5890    11.3410  
1086      2         -0.4105    13.5480    13.7280    11.2880  
1087      1          0.2528    2.0650     16.9210    37.4840  
1088      1          0.2528    1.2280     15.9730    36.4510  
1089      2         -0.4105    1.2330     16.3790    37.3640  
1090      1          0.2528    5.2120     21.6230    32.7060  
1091      1          0.2528    6.6580     20.8930    32.4960  
1092      2         -0.4105    6.1840     21.7730    32.5260  
1093      1          0.2528    5.8180     10.0930    37.3060  
1094      1          0.2528    6.6790     11.4660    37.1060  
1095      2         -0.4105    5.8120     11.0100    36.9080  
1096      1          0.2528    9.4180     -0.0000    13.3110  
1097      1          0.2528    9.2120     1.5180     13.8760  
1098      2         -0.4105    8.8700     0.5800     13.9140  
1099      1          0.2528    4.8650     6.2470     34.7970  
1100      1          0.2528    3.6040     7.1960     35.2160  
1101      2         -0.4105    4.3530     7.0740     34.5650  
1102      1          0.2528    5.6390     8.2440     45.1140  
1103      1          0.2528    5.0030     6.8370     44.5840  
1104      2         -0.4105    5.8460     7.3010     44.8550  
1105      1          0.2528    7.6590     17.2890    21.8550  
1106      1          0.2528    8.2270     16.3700    20.6300  
1107      2         -0.4105    7.9550     16.3700    21.5920  
1108      1          0.2528    13.3210    6.2540     16.3590  
1109      1          0.2528    12.5860    7.3580     15.4070  
1110      2         -0.4105    12.4790    6.4770     15.8670  
1111      1          0.2528    15.8820    0.3480     46.6790  
1112      1          0.2528    17.5130    0.3050     46.7330  
1113      2         -0.4105    16.7150    0.9000     46.6400  
1114      1          0.2528    6.7010     12.1580    39.4430  
1115      1          0.2528    6.6010     13.3600    40.5430  
1116      2         -0.4105    6.0890     12.8190    39.8770  
1117      1          0.2528    19.5790    5.5680     19.8210  
1118      1          0.2528    19.6640    6.7380     20.9570  
1119      2         -0.4105    19.9120    6.4890     20.0210  
1120      1          0.2528    14.8950    11.2250    14.1340  
1121      1          0.2528    14.6170    12.4150    13.0500  
1122      2         -0.4105    15.2600    12.0650    13.7310  
1123      1          0.2528    16.4170    -0.0000    14.5360  
1124      1          0.2528    17.9170    -0.0000    13.8900  
1125      2         -0.4105    17.1520    0.5750     14.1770  
1126      1          0.2528    18.5060    8.1510     32.1250  
1127      1          0.2528    16.8990    8.3120     31.8790  
1128      2         -0.4105    17.7210    8.7640     32.2240  
1129      1          0.2528   -0.0030     20.3040    12.1090  
1130      1          0.2528    1.0180     21.3630    12.8200  
1131      2         -0.4105    0.0920     21.2340    12.4660  
1132      1          0.2528    9.3860     15.9310    42.5690  
1133      1          0.2528    9.2220     15.9910    44.1930  
1134      2         -0.4105    9.2710     16.5370    43.3570  
1135      1          0.2528    5.4870     20.1470    36.5280  
1136      1          0.2528    6.4620     20.8350    35.4130  
1137      2         -0.4105    6.2860     20.0060    35.9440  
1138      1          0.2528   -0.0020     17.9830    13.8700  
1139      1          0.2528    0.5400     19.4590    14.3120  
1140      2         -0.4105   -0.2350     18.8290    14.3520  
1141      1          0.2528    8.4440     0.5840     33.2190  
1142      1          0.2528    7.7940     1.3670     34.4950  
1143      2         -0.4105    7.6690     1.1330     33.5320  
1144      1          0.2528    15.7980    21.6170    23.9740  
1145      1          0.2528    16.1340    21.6280    25.5720  
1146      2         -0.4105    16.4340    21.9440    24.6730  
1147      1          0.2528    7.3940     19.1170    19.6610  
1148      1          0.2528    6.2960     17.9470    19.9670  
1149      2         -0.4105    6.4230     18.9250    19.8060  
1150      1          0.2528    7.5860     2.8180     21.2890  
1151      1          0.2528    7.9620     2.7210     19.7020  
1152      2         -0.4105    7.4320     3.2210     20.3860  
1153      1          0.2528    -0.0000    18.1150    42.3150  
1154      1          0.2528    -0.0000    16.4970    42.5330  
1155      2         -0.4105    0.5750     17.3000    42.3790  
1156      1          0.2528    17.9210    -0.0000    17.1200  
1157      1          0.2528    19.5540   -0.0010     17.1190  
1158      2         -0.4105    18.7380   -0.5770     17.1260  
1159      1          0.2528    7.8630     15.1160    33.7320  
1160      1          0.2528    8.1960     13.8080    32.8120  
1161      2         -0.4105    7.5650     14.5710    32.9480  
1162      1          0.2528    12.2940    15.5010    24.7420  
1163      1          0.2528    11.1550    16.4870    25.3720  
1164      2         -0.4105    11.5080    15.5520    25.3590  
1165      1          0.2528    1.5220     21.6220    20.0280  
1166      1          0.2528   -0.0020     21.1170    19.7270  
1167      2         -0.4105    0.5890     21.9170    19.8230  
1168      1          0.2528    5.3930     4.2010     37.0430  
1169      1          0.2528    3.8440     4.1970     36.5260  
1170      2         -0.4105    4.5950     3.6270     36.8580  
1171      1          0.2528    13.0390    8.1450     36.5020  
1172      1          0.2528    13.8810    9.4910     36.8840  
1173      2         -0.4105    13.9540    8.5410     36.5810  
1174      1          0.2528    10.9790    21.6250    23.9050  
1175      1          0.2528    10.4440    21.6230    25.4480  
1176      2         -0.4105    10.1660    21.6260    24.4880  
1177      1          0.2528    7.5960     11.0740    46.2670  
1178      1          0.2528    8.2430     9.6140     45.9300  
1179      2         -0.4105    8.4390     10.5380    46.2560  
1180      1          0.2528    19.6650    6.0030     24.1670  
1181      1          0.2528    19.6650    5.1400     22.7810  
1182      2         -0.4105    19.1640    5.8140     23.3220  
1183      1          0.2528    16.4780    1.3750     24.7020  
1184      1          0.2528    17.3100    2.1150     23.5080  
1185      2         -0.4105    17.3510    1.7940     24.4540  
1186      1          0.2528    18.2930    18.5890    42.6200  
1187      1          0.2528    18.5750    18.6860    44.2260  
1188      2         -0.4105    18.7770    18.1740    43.3910  
1189      1          0.2528    6.4580     16.1460    36.5880  
1190      1          0.2528    6.5180     17.7610    36.8230  
1191      2         -0.4105    7.0600     16.9430    36.6340  
1192      1          0.2528    11.1830    2.0220     25.9980  
1193      1          0.2528    10.0340    2.2750     27.1300  
1194      2         -0.4105    10.1990    2.0300     26.1750  
1195      1          0.2528    16.6950    3.0120     26.4720  
1196      1          0.2528    17.5300    3.7500     27.6650  
1197      2         -0.4105    16.7580    3.8350     27.0370  
1198      1          0.2528    3.5240     4.3310     12.0190  
1199      1          0.2528    3.2300     5.7750     11.3160  
1200      2         -0.4105    3.1260     4.7860     11.2220  
1201      1          0.2528    2.6030     15.6360    21.2480  
1202      1          0.2528    2.6780     15.7930    19.6240  
1203      2         -0.4105    2.5630     16.2840    20.4870  
1204      1          0.2528    11.8600    19.1330    38.3870  
1205      1          0.2528    13.3770    19.5580    38.8170  
1206      2         -0.4105    12.8210    19.1300    38.1060  
1207      1          0.2528    7.3560     4.7560     18.0090  
1208      1          0.2528    8.2190     6.1330     17.8420  
1209      2         -0.4105    8.2390     5.1930     18.1820  
1210      1          0.2528    19.6670    10.8590    26.3600  
1211      1          0.2528    18.6030    10.2250    27.4240  
1212      2         -0.4105    19.2890    10.0110    26.7300  
1213      1          0.2528    8.3260     0.3830     30.0440  
1214      1          0.2528    7.0130     -0.0000    30.9370  
1215      2         -0.4105    7.8170     0.5910     30.8790  
1216      1          0.2528    13.9210    20.3640    18.1980  
1217      1          0.2528    15.2720    19.8980    18.9900  
1218      2         -0.4105    14.8460    20.6350    18.4660  
1219      1          0.2528    13.4010    11.3760    25.4830  
1220      1          0.2528    11.7990    11.5150    25.7690  
1221      2         -0.4105    12.4920    11.0600    25.2110  
1222      1          0.2528    18.6510    3.1570     34.6250  
1223      1          0.2528    18.9290    3.7400     33.1250  
1224      2         -0.4105    18.7850    3.9860     34.0830  
1225      1          0.2528    -0.0000    19.4290    22.8160  
1226      1          0.2528    -0.0000    20.2950    24.2010  
1227      2         -0.4105    0.1920     19.4010    23.7970  
1228      1          0.2528    3.5620     17.1900    47.3570  
1229      1          0.2528    3.5000     15.6610    47.9280  
1230      2         -0.4105    4.0890     16.4560    47.7850  
1231      1          0.2528    8.4270     19.3140    29.9350  
1232      1          0.2528    8.0600     19.1790    31.5200  
1233      2         -0.4105    8.7450     18.9760    30.8210  
1234      1          0.2528    19.6620    3.2940     18.9950  
1235      1          0.2528    19.6640    1.6660     18.8700  
1236      2         -0.4105    19.1030    2.4690     19.0700  
1237      1          0.2528    12.1350    0.0550     29.5700  
1238      1          0.2528    10.6730    0.7830     29.6140  
1239      2         -0.4105    11.1730   -0.0580     29.8200  
1240      1          0.2528    11.6740    0.6810     12.3660  
1241      1          0.2528    11.4850    -0.0000    10.8950  
1242      2         -0.4105    11.8150    0.8060     11.3840  
1243      1          0.2528    6.8300     1.9090     17.1810  
1244      1          0.2528    5.5100     2.7740     16.7610  
1245      2         -0.4105    6.5040     2.8010     16.8660  
1246      1          0.2528    6.7660     2.5510     38.6500  
1247      1          0.2528    5.2230     2.8770     39.0740  
1248      2         -0.4105    5.8080     2.3100     38.4950  
1249      1          0.2528    15.0700    7.0370     40.5960  
1250      1          0.2528    16.5580    6.4200     40.8630  
1251      2         -0.4105    15.7550    6.8300     41.2940  
1252      1          0.2528    9.6640     6.3400     29.9960  
1253      1          0.2528    9.8180     5.0660     31.0060  
1254      2         -0.4105    10.0840    5.4400     30.1180  
1255      1          0.2528    0.9460     21.6220    22.3800  
1256      1          0.2528    2.5690     21.6220    22.5570  
1257      2         -0.4105    1.7610     21.0450    22.4390  
1258      1          0.2528    -0.0000    8.5540     29.2340  
1259      1          0.2528    0.0400     6.9710     28.8370  
1260      2         -0.4105    0.5950     7.7640     29.0840  
1261      1          0.2528    15.6870    3.3130     46.2640  
1262      1          0.2528    15.4750    4.7650     45.5470  
1263      2         -0.4105    16.1170    4.0120     45.6920  
1264      1          0.2528    13.0230    21.6070    40.7860  
1265      1          0.2528    12.0250    20.3190    40.6740  
1266      2         -0.4105    12.0670    21.3140    40.7640  
1267      1          0.2528    17.8360    16.8800    24.7500  
1268      1          0.2528    16.6610    17.8880    24.2300  
1269      2         -0.4105    16.8920    17.1780    24.8940  
1270      1          0.2528    14.2110    6.4640     48.3520  
1271      1          0.2528    12.6660    5.9670     48.1710  
1272      2         -0.4105    13.6220    5.6750     48.1780  
1273      1          0.2528    15.0310    19.7430    37.0610  
1274      1          0.2528    13.9980    19.0630    35.9940  
1275      2         -0.4105    14.9610    19.1840    36.2340  
1276      1          0.2528    7.5540     4.3050     26.5560  
1277      1          0.2528    6.5270     5.4690     27.0650  
1278      2         -0.4105    7.1430     4.7380     27.3580  
1279      1          0.2528    14.4470    4.2360     42.9130  
1280      1          0.2528    15.6310    5.3230     43.1980  
1281      2         -0.4105    15.2760    4.6550     42.5440  
1282      1          0.2528    13.9190    16.5470    22.7480  
1283      1          0.2528    14.3930    15.0220    23.0900  
1284      2         -0.4105    14.0890    15.6390    22.3650  
1285      1          0.2528    15.1060    14.1310    31.1870  
1286      1          0.2528    15.9030    13.9000    32.5940  
1287      2         -0.4105    16.0080    14.0600    31.6130  
1288      1          0.2528    11.7070    21.6200    15.4710  
1289      1          0.2528    12.0820    20.3400    16.4130  
1290      2         -0.4105    12.1790    21.3280    16.3030  
1291      1          0.2528    8.1660     18.5010    39.2270  
1292      1          0.2528    6.6980     19.0990    38.8310  
1293      2         -0.4105    7.4930     19.2140    39.4260  
1294      1          0.2528    15.7070    3.3720     13.7630  
1295      1          0.2528    16.8540    2.6040     12.8910  
1296      2         -0.4105    15.9630    2.5060     13.3320  
1297      1          0.2528    8.0080     20.3350    27.7810  
1298      1          0.2528    7.1430     20.1800    26.4040  
1299      2         -0.4105    7.9700     20.5690    26.8090  
1300      1          0.2528    12.0730    13.7180    15.1480  
1301      1          0.2528    13.6320    13.2330    15.1040  
1302      2         -0.4105    12.6810    12.9290    15.0540  
1303      1          0.2528    5.5180     8.8600     21.8560  
1304      1          0.2528    6.7120     9.9680     21.9840  
1305      2         -0.4105    6.1920     9.2680     22.4730  
1306      1          0.2528    17.6530    3.5890     10.0000  
1307      1          0.2528    17.0560    5.1090     10.0000  
1308      2         -0.4105    17.5330    4.4200     9.4560   
1309      1          0.2528    19.6660    19.1390    19.9060  
1310      1          0.2528    19.6640    20.5690    19.1170  
1311      2         -0.4105    20.2170    19.9360    19.6590  
1312      1          0.2528    17.7670    16.7840    13.3310  
1313      1          0.2528    16.9130    16.7520    11.9400  
1314      2         -0.4105    17.1010    16.2670    12.7930  
1315      1          0.2528    18.9900    8.2430     40.6400  
1316      1          0.2528    19.6640    6.7680     40.4500  
1317      2         -0.4105    18.8020    7.2670     40.5290  
1318      1          0.2528    4.3920     1.1570     32.7910  
1319      1          0.2528    5.5690     0.0290     32.8780  
1320      2         -0.4105    5.1100     0.6840     32.2800  
1321      1          0.2528    16.6860   -0.0020     22.5170  
1322      1          0.2528    18.3190    -0.0000    22.5180  
1323      2         -0.4105    17.5040   -0.5780     22.5210  
1324      1          0.2528    16.0880    12.1270    23.3460  
1325      1          0.2528    15.4230    12.5090    24.7870  
1326      2         -0.4105    16.2750    12.4680    24.2680  
1327      1          0.2528    12.6650    2.5240     42.0730  
1328      1          0.2528    11.0980    2.1660     41.7810  
1329      2         -0.4105    11.7750    2.9010     41.8140  
1330      1          0.2528    0.8890     2.2440     47.6710  
1331      1          0.2528    2.0430     3.3980     47.7110  
1332      2         -0.4105    1.8730     2.4160     47.6350  
1333      1          0.2528    5.2030     8.6590     19.4160  
1334      1          0.2528    5.6880     10.1700    19.8010  
1335      2         -0.4105    5.8670     9.3800     19.2160  
1336      1          0.2528    12.7960    4.9350     18.3190  
1337      1          0.2528    12.3290    3.5650     17.5630  
1338      2         -0.4105    12.1030    4.5250     17.7260  
1339      1          0.2528    4.3960     14.4640    15.3560  
1340      1          0.2528    3.7330     15.9460    15.5320  
1341      2         -0.4105    4.5690     15.4470    15.3030  
1342      1          0.2528    10.3260    5.8450     42.0260  
1343      1          0.2528    10.2640    4.6720     40.8900  
1344      2         -0.4105    10.8700    5.2140     41.4720  
1345      1          0.2528    7.5070     20.3550    23.9320  
1346      1          0.2528    6.7580     18.9240    23.6920  
1347      2         -0.4105    7.6390     19.3950    23.6850  
1348      1          0.2528    8.4010     9.5300     43.4620  
1349      1          0.2528    6.9820     8.8010     43.1110  
1350      2         -0.4105    7.9590     8.6550     43.2670  
1351      1          0.2528    19.6650    10.9840    30.3830  
1352      1          0.2528    19.2340    12.5560    30.4740  
1353      2         -0.4105    20.0050    11.9240    30.4130  
1354      1          0.2528    9.8100     2.5950     10.1490  
1355      1          0.2528    9.1230     2.5470     11.6290  
1356      2         -0.4105    9.9310     2.2990     11.0960  
1357      1          0.2528    9.9630     6.4490     15.8500  
1358      1          0.2528    10.5790    6.3680     17.3610  
1359      2         -0.4105    10.2050    6.9790     16.6630  
1360      1          0.2528    5.6280     12.9690    31.9380  
1361      1          0.2528    5.8770     14.4150    31.2210  
1362      2         -0.4105    6.1330     13.4490    31.2200  
1363      1          0.2528    18.7420    16.5170    37.7090  
1364      1          0.2528    19.6610    17.8130    38.0860  
1365      2         -0.4105    18.8440    17.5060    37.6000  
1366      1          0.2528    8.8470     3.3710     36.2170  
1367      1          0.2528    7.2900     2.8890     36.3120  
1368      2         -0.4105    7.8950     3.6630     36.1270  
1369      1          0.2528    0.8900     16.3410    48.4130  
1370      1          0.2528    1.2790     17.8040    49.0250  
1371      2         -0.4105    1.6180     16.8840    48.8320  
1372      1          0.2528    16.0930    8.3120     26.2630  
1373      1          0.2528    15.4360    9.4010     25.2390  
1374      2         -0.4105    15.3160    8.9230     26.1080  
1375      1          0.2528    10.5790    17.7220    41.4620  
1376      1          0.2528    9.9060     19.2050    41.5870  
1377      2         -0.4105    9.7170     18.2280    41.4860  
1378      1          0.2528    7.5370     7.3860     49.5450  
1379      1          0.2528    9.0910     7.8880     49.5670  
1380      2         -0.4105    8.4920     7.0910     49.4980  
1381      1          0.2528    12.7190    20.3820    25.0360  
1382      1          0.2528    13.3850    21.5850    24.1560  
1383      2         -0.4105    13.4090    20.6050    24.3470  
1384      1          0.2528    14.1060    10.2870    22.8520  
1385      1          0.2528    13.9710    11.7890    22.2270  
1386      2         -0.4105    13.5370    11.1090    22.8160  
1387      1          0.2528    16.6220    0.1300     28.4340  
1388      1          0.2528    15.7650    1.4780     28.0970  
1389      2         -0.4105    16.4300    0.8230     27.7390  
1390      1          0.2528    13.8720    15.8990    45.3990  
1391      1          0.2528    14.7120    16.7260    44.2680  
1392      2         -0.4105    13.8280    16.6380    44.7260  
1393      1          0.2528    9.3420     0.4640     24.5210  
1394      1          0.2528    9.4800     1.9530     23.8650  
1395      2         -0.4105    8.8370     1.2650     24.1990  
1396      1          0.2528    1.7440     10.8610    49.3780  
1397      1          0.2528    2.1130     9.2750     49.2510  
1398      2         -0.4105    2.1990     10.1700    48.8150  
1399      1          0.2528    -0.0000    12.6160    36.2050  
1400      1          0.2528    -0.0000    11.1930    35.4040  
1401      2         -0.4105    0.5760     11.8930    35.8240  
1402      1          0.2528    8.9020     18.4470    12.1040  
1403      1          0.2528    9.8510     17.1180    12.1160  
1404      2         -0.4105    9.4450     17.8360    12.6800  
1405      1          0.2528    13.2520    16.0930    29.4350  
1406      1          0.2528    11.6830    16.5410    29.3520  
1407      2         -0.4105    12.3440    15.8340    29.1040  
1408      1          0.2528    8.1080     14.9970    28.5290  
1409      1          0.2528    8.0050     14.4620    30.0690  
1410      2         -0.4105    7.4880     14.6510    29.2340  
1411      1          0.2528    1.9640     18.2990    11.4510  
1412      1          0.2528    3.2870     19.2410    11.2830  
1413      2         -0.4105    2.3120     19.2350    11.5020  
1414      1          0.2528    5.2380     3.5120     21.3660  
1415      1          0.2528    5.2400     1.9010     21.0980  
1416      2         -0.4105    4.6630     2.7000     21.2600  
1417      1          0.2528    19.5580    14.6510    17.6930  
1418      1          0.2528    18.0170    15.0270    17.3030  
1419      2         -0.4105    18.9740    15.1260    17.0330  
1420      1          0.2528    6.7130     3.1830     12.3060  
1421      1          0.2528    7.1850     4.5700     13.0270  
1422      2         -0.4105    6.7980     3.6610     13.1810  
1423      1          0.2528    7.5990     -0.0000    10.3220  
1424      1          0.2528    7.6060     1.6000     10.0000  
1425      2         -0.4105    8.1750     0.8130     10.2330  
1426      1          0.2528    16.2620    14.7200    25.3020  
1427      1          0.2528    16.4660    14.2570    26.8550  
1428      2         -0.4105    16.8540    14.7920    26.1060  
1429      1          0.2528    10.1390    3.8190     20.4270  
1430      1          0.2528    11.5290    4.6730     20.3650  
1431      2         -0.4105    10.7820    4.2890     19.8230  
1432      1          0.2528    7.9150     9.9800     11.5650  
1433      1          0.2528    8.6760     10.7250    10.3270  
1434      2         -0.4105    8.3190     9.8520     10.6590  
1435      1          0.2528    6.2430     14.3200    13.7990  
1436      1          0.2528    7.7820     14.3440    14.3450  
1437      2         -0.4105    7.1130     14.8120    13.7680  
1438      1          0.2528    12.6480    -0.0000    34.7880  
1439      1          0.2528    14.1300    0.2700     34.1580  
1440      2         -0.4105    13.4160    0.6390     34.7530  
1441      1          0.2528    9.6840     18.4670    36.4080  
1442      1          0.2528    8.3850     19.2950    36.9490  
1443      2         -0.4105    9.1020     19.2650    36.2530  
1444      1          0.2528   -0.0010     17.6230    39.8600  
1445      1          0.2528    0.2760     19.2260    39.9970  
1446      2         -0.4105   -0.4300     18.5200    39.9680  
1447      1          0.2528    13.3140    21.6230    31.5560  
1448      1          0.2528    14.8600    21.6240    32.0840  
1449      2         -0.4105    14.1380    21.0680    31.6720  
1450      1          0.2528    16.5650    -0.0000    32.1250  
1451      1          0.2528    16.3700    1.0590     33.3530  
1452      2         -0.4105    16.6980    0.9480     32.4150  
1453      1          0.2528    3.9000     10.2870    39.8070  
1454      1          0.2528    2.9330     9.0230     40.1740  
1455      2         -0.4105    2.9530     9.9670     39.8450  
1456      1          0.2528    14.0010    20.7750    21.9610  
1457      1          0.2528    14.6520    19.3800    22.5060  
1458      2         -0.4105    14.3730    19.8870    21.6910  
1459      1          0.2528    12.9140    5.7440     36.2270  
1460      1          0.2528    14.4760    6.1850     36.4040  
1461      2         -0.4105    13.8540    5.5520     35.9450  
1462      1          0.2528    17.9480    -0.0000    26.0440  
1463      1          0.2528    18.9030    1.0470     26.8560  
1464      2         -0.4105    18.8910    0.2170     26.2990  
1465      1          0.2528    5.1430     20.3550    24.8090  
1466      1          0.2528    4.1680     21.6180    24.4640  
1467      2         -0.4105    5.0350     21.3470    24.8800  
1468      1          0.2528    15.2660    12.2520    29.6710  
1469      1          0.2528    14.5570    10.8930    29.1080  
1470      2         -0.4105    14.4020    11.8430    29.3760  
1471      1          0.2528    4.5960     21.0470    27.2430  
1472      1          0.2528    4.0480     21.1740    28.7760  
1473      2         -0.4105    4.6890     21.5460    28.1050  
1474      1          0.2528    7.8910     9.1950     29.3120  
1475      1          0.2528    8.2160     8.1950     30.5610  
1476      2         -0.4105    8.1200     8.2560     29.5690  
1477      1          0.2528    9.1500     14.2690    21.4870  
1478      1          0.2528    7.5980     13.9080    21.1270  
1479      2         -0.4105    8.5350     13.5610    21.1380  
1480      1          0.2528    12.6130    2.8510     33.8090  
1481      1          0.2528    12.9760    3.3880     35.3080  
1482      2         -0.4105    13.3560    3.0390     34.4520  
1483      1          0.2528    1.7720     10.8790    37.9400  
1484      1          0.2528    3.0660     10.1560    37.2560  
1485      2         -0.4105    2.3120     10.7930    37.1020  
1486      1          0.2528    3.9410     2.5250     46.3390  
1487      1          0.2528    3.5400     2.6170     44.7590  
1488      2         -0.4105    3.2480     2.8380     45.6890  
1489      1          0.2528    16.8800    16.0300    22.6970  
1490      1          0.2528    16.7260    14.4140    22.8760  
1491      2         -0.4105    17.3740    15.1740    22.8480  
1492      1          0.2528    -0.0000    9.4730     26.7080  
1493      1          0.2528    0.7940     8.0500     26.5970  
1494      2         -0.4105    0.8890     9.0440     26.5480  
1495      1          0.2528    17.3810    7.3900     10.7400  
1496      1          0.2528    16.6330    8.7640     10.2710  
1497      2         -0.4105    17.4530    8.3870     10.6990  
1498      1          0.2528    1.6550     15.7410    44.1280  
1499      1          0.2528    2.5390     15.0380    42.9480  
1500      2         -0.4105    2.2490     14.9680    43.9020  
1501      1          0.2528    0.0550     3.2590     25.1700  
1502      1          0.2528    1.5570     2.6330     25.3000  
1503      2         -0.4105    1.0280     3.4790     25.2350  
1504      1          0.2528    15.7500    19.3850    47.4390  
1505      1          0.2528    14.7190    20.5750    47.0090  
1506      2         -0.4105    15.4840    20.3350    47.6050  
1507      1          0.2528    9.0310     14.4620    40.6790  
1508      1          0.2528    10.2630    14.2630    39.6260  
1509      2         -0.4105    9.2870     14.4590    39.7120  
1510      1          0.2528    19.6430    14.5970    38.8750  
1511      1          0.2528    19.6040    12.9650    38.8680  
1512      2         -0.4105    19.0470    13.7940    38.8620  
1513      1          0.2528    10.4150    21.1720    35.5480  
1514      1          0.2528    8.8500     21.6220    35.6740  
1515      2         -0.4105    9.7910     21.8650    35.9090  
1516      1          0.2528    16.4950    21.6440    34.7480  
1517      1          0.2528    14.9580    21.0930    34.7480  
1518      2         -0.4105    15.5320    21.9120    34.7480  
1519      1          0.2528    8.9340     9.4700     26.7040  
1520      1          0.2528    10.4170    8.8730     26.3660  
1521      2         -0.4105    9.9010     9.7000     26.5910  
1522      1          0.2528    4.4150     11.4850    21.5410  
1523      1          0.2528    4.2740     10.6660    22.9460  
1524      2         -0.4105    3.9200     11.4290    22.4080  
1525      1          0.2528    13.1330    7.2980     11.2960  
1526      1          0.2528    12.3260    7.8780     10.0000  
1527      2         -0.4105    13.0960    8.0330     10.6180  
1528      1          0.2528    5.5740     14.6200    45.5640  
1529      1          0.2528    4.4460     13.4410    45.5150  
1530      2         -0.4105    4.5930     14.4290    45.5370  
1531      1          0.2528    10.1210    2.0280     34.1980  
1532      1          0.2528    10.5290    1.6970     35.7440  
1533      2         -0.4105    10.7960    1.5850     34.7870  
1534      1          0.2528    7.6390     10.6820    35.0270  
1535      1          0.2528    7.1130     9.1460     35.2030  
1536      2         -0.4105    7.9180     9.7390     35.2100  
1537      1          0.2528    19.6650    7.3840     28.5480  
1538      1          0.2528    19.6660    8.9020     29.1490  
1539      2         -0.4105    19.1500    8.0480     29.0900  
1540      1          0.2528    6.9770     16.2730    41.3940  
1541      1          0.2528    7.4000     17.6000    42.2480  
1542      2         -0.4105    7.5710     17.0780    41.4120  
1543      1          0.2528    16.4620    8.6490     39.4460  
1544      1          0.2528    15.5470    7.8450     38.3580  
1545      2         -0.4105    16.3110    8.4800     38.4720  
1546      1          0.2528    7.4030     16.4490    24.1100  
1547      1          0.2528    7.9760     17.4980    25.2230  
1548      2         -0.4105    8.2260     16.7900    24.5640  
1549      1          0.2528    7.3040     7.4810     19.6440  
1550      1          0.2528    7.5360     7.6690     21.2500  
1551      2         -0.4105    7.4150     7.0020     20.5150  
1552      1          0.2528    1.5050     18.8630    16.4500  
1553      1          0.2528    2.8850     19.2640    17.2250  
1554      2         -0.4105    2.0760     18.6770    17.2490  
1555      1          0.2528    3.3900     19.2670    13.7010  
1556      1          0.2528    3.5950     18.3030    15.0030  
1557      2         -0.4105    2.9340     18.6410    14.3340  
1558      1          0.2528    11.7150   -0.0030     19.0640  
1559      1          0.2528    13.0720    0.3140     19.9150  
1560      2         -0.4105    12.1480   -0.0640     19.9630  
1561      1          0.2528    15.8400    19.4100    32.1300  
1562      1          0.2528    16.4380    18.7550    30.7590  
1563      2         -0.4105    16.1640    19.6060    31.2050  
1564      1          0.2528    12.1960    2.0460     28.1960  
1565      1          0.2528    13.6870    2.7080     28.2620  
1566      2         -0.4105    12.9060    2.5150     27.6700  
1567      1          0.2528    10.2450    11.9410    38.9280  
1568      1          0.2528    8.7700     11.5990    38.3180  
1569      2         -0.4105    9.2690     12.1520    38.9840  
1570      1          0.2528    9.9540     4.6230     26.5440  
1571      1          0.2528    10.5570    5.5980     27.7070  
1572      2         -0.4105    10.3460    4.6520     27.4640  
1573      1          0.2528    9.6720     11.5030    14.2670  
1574      1          0.2528    11.0560    11.9550    13.5290  
1575      2         -0.4105    10.4770    12.0920    14.3310  
1576      1          0.2528    5.2620     13.8820    43.2770  
1577      1          0.2528    6.7160     13.2610    43.6860  
1578      2         -0.4105    5.8110     13.0470    43.3190  
1579      1          0.2528    13.5680    3.3450     45.0960  
1580      1          0.2528    13.0730    1.8060     44.8700  
1581      2         -0.4105    13.5960    2.5610     44.4760  
1582      1          0.2528    0.7950     14.1250    23.6060  
1583      1          0.2528   -0.0040     15.3770    22.9270  
1584      2         -0.4105    0.1310     14.3870    22.9050  
1585      1          0.2528    7.1910     16.2990    38.9840  
1586      1          0.2528    6.3490     14.9270    38.7160  
1587      2         -0.4105    7.2600     15.3360    38.7220  
