# water and pfoah on sio2 slab

7124 atoms
6    atom types

Masses

1 1.0078       ! H of water
2 15.9994      ! O of water
3 12.011       ! C of pfoa
4 18.998403    ! F of pfoa
5 15.9994      ! O of pfoa
6 1.0078       ! H of pfoa

Atoms

716    1      0      2.348   13.57   40.836 
717    2      0      1.403   13.865  40.973 
718    1      0      2.167   23.41   16.322 
719    1      0      1.203   22.092  16.31  
720    2      0      2.098   22.451  16.047 
721    1      0      35.89   4.267   42.151 
722    1      0      34.301  3.931   42.324 
723    2      0      34.978  4.663   42.262 
724    1      0      4.27    28.214  29.634 
725    1      0      4.484   29.279  30.853 
726    2      0      4.93    28.588  30.286 
727    1      0      30.685  29.589  29.378 
728    1      0      30.021  30.083  30.785 
729    2      0      29.83   29.689  29.887 
730    1      0      0.088   6.381   14.425 
731    1      0      1.307   7.459   14.562 
732    2      0      0.316   7.353   14.486 
733    1      0      9.936   2.905   29.842 
734    1      0      11.561  3.008   29.726 
735    2      0      10.695  3.393   29.411 
736    1      0      -0.0    25.007  46.275 
737    1      0      0.132   25.063  44.649 
738    2      0      0.548   25.348  45.512 
739    1      0      12.679  14.526  20.122 
740    1      0      11.502  13.469  19.717 
741    2      0      11.69   14.393  20.047 
742    1      0      11.091  39.528  14.897 
743    1      0      9.739   40.434  14.76  
744    2      0      10.467  39.973  14.254 
745    1      0      7.824   31.71   19.536 
746    1      0      8.702   33.086  19.568 
747    2      0      8.749   32.088  19.573 
748    1      0      29.074  29.229  41.751 
749    1      0      27.638  28.452  41.731 
750    2      0      28.173  29.167  42.18  
751    1      0      0.773   5.363   30.227 
752    1      0      2.371   5.031   30.19  
753    2      0      1.69    5.761   30.228 
754    1      0      32.12   42.483  41.53  
755    1      0      30.521  42.262  41.286 
756    2      0      31.336  42.742  40.966 
757    1      0      8.194   12.496  34.563 
758    1      0      7.386   11.098  34.807 
759    2      0      7.584   11.822  34.147 
760    1      0      3.948   31.034  37.856 
761    1      0      4.764   29.943  38.756 
762    2      0      4.849   30.769  38.199 
763    1      0      30.329  20.954  43.784 
764    1      0      29.283  21.359  42.597 
765    2      0      29.386  21.22   43.582 
766    1      0      38.715  34.462  18.791 
767    1      0      39.328  35.913  19.222 
768    2      0      39.463  34.924  19.267 
769    1      0      21.562  43.243  28.326 
770    1      0      20.073  43.244  27.655 
771    2      0      20.72   42.717  28.207 
772    1      0      21.046  2.832   37.219 
773    1      0      19.712  3.773   37.202 
774    2      0      20.708  3.771   37.281 
775    1      0      16.617  2.015   17.95  
776    1      0      16.423  0.473   18.449 
777    2      0      15.977  1.248   18.004 
778    1      0      0.399   1.3     15.076 
779    1      0      0.129   -0.0    16.028 
780    2      0      -0.273  0.609   15.345 
781    1      0      32.312  24.912  32.322 
782    1      0      30.753  25.396  32.379 
783    2      0      31.36   24.604  32.325 
784    1      0      -0.0    39.926  44.453 
785    1      0      -0.0    41.525  44.12  
786    2      0      0.413   40.644  43.891 
787    1      0      8.808   15.231  21.635 
788    1      0      9.598   13.886  21.151 
789    2      0      8.801   14.231  21.647 
790    1      0      8.981   40.447  11.927 
791    1      0      9.463   40.998  10.466 
792    2      0      8.881   41.184  11.257 
793    1      0      15.006  37.091  34.348 
794    1      0      14.269  37.056  35.805 
795    2      0      15.135  36.92   35.325 
796    1      0      14.301  31.24   44.448 
797    1      0      14.059  31.201  42.834 
798    2      0      14.491  30.736  43.605 
799    1      0      33.77   24.393  43.898 
800    1      0      32.891  23.07   44.278 
801    2      0      32.884  23.942  43.79  
802    1      0      30.962  29.912  35.698 
803    1      0      29.708  29.038  36.275 
804    2      0      29.965  29.853  35.756 
805    1      0      26.239  42.641  24.039 
806    1      0      26.666  42.853  25.6   
807    2      0      27.009  42.699  24.675 
808    1      0      36.951  33.304  34.589 
809    1      0      38.558  33.587  34.622 
810    2      0      37.856  32.878  34.582 
811    1      0      32.45   26.358  30.016 
812    1      0      33.221  25.008  29.517 
813    2      0      33.193  25.72   30.218 
814    1      0      23.897  14.552  43.479 
815    1      0      23.51   13.101  42.837 
816    2      0      24.102  13.902  42.748 
817    1      0      27.786  0.196   32.205 
818    1      0      28.75   -0.0    30.901 
819    2      0      28.728  0.054   31.899 
820    1      0      3.418   26.534  15.21  
821    1      0      2.314   25.369  14.909 
822    2      0      2.443   26.342  15.1   
823    1      0      26.894  20.051  29.385 
824    1      0      27.021  19.913  27.763 
825    2      0      26.386  20.046  28.524 
826    1      0      9.461   33.881  10.769 
827    1      0      8.467   32.839  10.0   
828    2      0      8.579   33.411  10.812 
829    1      0      30.187  41.417  24.171 
830    1      0      29.331  42.795  23.99  
831    2      0      29.272  41.799  24.041 
832    1      0      24.507  14.324  29.187 
833    1      0      24.402  15.904  29.584 
834    2      0      24.813  15.247  28.954 
835    1      0      6.532   22.654  26.583 
836    1      0      8.11    22.846  26.957 
837    2      0      7.47    22.514  26.265 
838    1      0      5.738   31.422  22.096 
839    1      0      5.699   30.981  20.524 
840    2      0      6.043   31.658  21.173 
841    1      0      12.707  6.243   29.954 
842    1      0      12.346  5.13    28.815 
843    2      0      12.037  5.967   29.264 
844    1      0      30.628  43.008  32.156 
845    1      0      31.862  43.244  31.112 
846    2      0      30.869  43.16   31.197 
847    1      0      11.388  33.518  16.912 
848    1      0      10.634  32.694  18.102 
849    2      0      11.35   32.65   17.406 
850    1      0      12.661  2.47    46.89  
851    1      0      11.199  2.469   46.162 
852    2      0      12.186  2.416   46.012 
853    1      0      21.618  27.119  33.128 
854    1      0      22.527  25.966  33.843 
855    2      0      22.363  26.95   33.774 
856    1      0      21.08   42.124  41.539 
857    1      0      19.593  42.298  42.191 
858    2      0      20.11   41.9    41.434 
859    1      0      14.615  10.558  32.607 
860    1      0      13.541  9.906   31.564 
861    2      0      13.831  10.749  32.015 
862    1      0      3.009   -0.0    45.269 
863    1      0      4.345   0.305   46.156 
864    2      0      3.835   0.56    45.335 
865    1      0      17.858  38.426  35.528 
866    1      0      16.868  38.641  34.248 
867    2      0      17.5    39.094  34.876 
868    1      0      20.374  7.932   21.887 
869    1      0      21.164  9.233   22.48  
870    2      0      21.261  8.281   22.191 
871    1      0      26.3    23.282  46.903 
872    1      0      26.242  24.754  46.197 
873    2      0      26.561  24.244  46.995 
874    1      0      7.868   33.429  26.589 
875    1      0      6.712   32.284  26.445 
876    2      0      7.675   32.497  26.282 
877    1      0      32.031  18.025  39.027 
878    1      0      33.495  18.741  39.131 
879    2      0      32.966  17.927  39.368 
880    1      0      24.423  43.239  46.171 
881    1      0      23.092  43.243  45.226 
882    2      0      23.669  43.798  45.824 
883    1      0      30.372  13.384  24.713 
884    1      0      30.718  13.767  23.164 
885    2      0      30.304  13.082  23.762 
886    1      0      10.864  20.561  23.395 
887    1      0      12.448  20.434  23.772 
888    2      0      11.633  21.006  23.854 
889    1      0      4.069   32.234  44.575 
890    1      0      5.107   33.494  44.582 
891    2      0      5.034   32.497  44.579 
892    1      0      39.327  25.131  12.078 
893    1      0      38.828  25.321  13.621 
894    2      0      38.837  25.731  12.71  
895    1      0      10.909  17.8    44.962 
896    1      0      10.386  17.349  46.442 
897    2      0      10.104  17.566  45.508 
898    1      0      9.6     11.544  39.527 
899    1      0      8.341   11.629  38.49  
900    2      0      9.295   11.889  38.639 
901    1      0      15.634  24.452  39.761 
902    1      0      15.882  25.12   41.231 
903    2      0      15.198  24.92   40.53  
904    1      0      36.873  39.843  32.72  
905    1      0      37.807  40.944  31.957 
906    2      0      37.044  40.82   32.59  
907    1      0      19.681  8.717   46.117 
908    1      0      18.366  7.748   46.126 
909    2      0      18.716  8.647   45.863 
910    1      0      1.531   41.197  37.596 
911    1      0      3.105   40.761  37.588 
912    2      0      2.209   40.594  37.176 
913    1      0      6.891   18.499  20.888 
914    1      0      5.362   19.001  20.611 
915    2      0      5.923   18.277  21.01  
916    1      0      28.789  34.645  45.313 
917    1      0      28.274  33.376  46.203 
918    2      0      28.0    34.235  45.772 
919    1      0      29.85   16.99   20.547 
920    1      0      28.73   17.909  19.794 
921    2      0      28.936  16.995  20.141 
922    1      0      11.546  21.533  27.099 
923    1      0      10.586  22.498  28.001 
924    2      0      11.269  21.77   28.031 
925    1      0      9.469   41.542  26.79  
926    1      0      10.67   42.648  26.781 
927    2      0      10.46   41.672  26.744 
928    1      0      18.646  43.243  12.795 
929    1      0      19.154  43.243  11.243 
930    2      0      18.354  43.299  11.84  
931    1      0      15.369  2.745   28.156 
932    1      0      14.291  3.695   28.933 
933    2      0      15.259  3.462   28.845 
934    1      0      34.579  10.267  24.92  
935    1      0      34.003  10.713  23.459 
936    2      0      34.702  10.178  23.932 
937    1      0      7.843   22.72   11.13  
938    1      0      8.42    23.746  10.0   
939    2      0      8.414   22.798  10.313 
940    1      0      17.574  9.264   27.439 
941    1      0      16.339  8.562   26.634 
942    2      0      17.312  8.497   26.853 
943    1      0      14.121  27.368  50.0   
944    1      0      12.631  26.73   49.794 
945    2      0      13.612  26.561  49.698 
946    1      0      12.259  2.858   43.633 
947    1      0      13.861  2.635   43.412 
948    2      0      12.972  2.18    43.453 
949    1      0      7.917   18.168  36.224 
950    1      0      8.71    19.514  36.7   
951    2      0      8.598   18.852  35.96  
952    1      0      -0.001  40.324  18.181 
953    1      0      1.567   40.262  18.636 
954    2      0      0.623   40.302  18.963 
955    1      0      21.929  29.312  30.086 
956    1      0      22.271  30.628  29.18  
957    2      0      22.255  30.258  30.108 
958    1      0      31.56   21.496  25.327 
959    1      0      30.349  20.837  26.203 
960    2      0      30.571  21.492  25.481 
961    1      0      14.786  31.083  17.31  
962    1      0      16.203  30.272  17.336 
963    2      0      15.78   31.177  17.367 
964    1      0      -0.0    37.896  41.514 
965    1      0      1.189   38.058  40.407 
966    2      0      0.469   37.455  40.749 
967    1      0      36.438  0.576   46.803 
968    1      0      37.536  1.748   47.099 
969    2      0      36.65   1.373   47.369 
970    1      0      23.65   16.465  41.577 
971    1      0      22.089  16.192  41.184 
972    2      0      22.841  15.914  41.78  
973    1      0      12.267  33.725  49.594 
974    1      0      13.284  34.994  49.445 
975    2      0      12.552  34.595  49.996 
976    1      0      37.626  23.266  20.936 
977    1      0      37.493  24.712  20.189 
978    2      0      37.482  24.246  21.073 
979    1      0      38.785  41.928  36.884 
980    1      0      37.229  42.223  37.28  
981    2      0      37.89   41.511  37.046 
982    1      0      26.62   23.621  17.131 
983    1      0      26.249  22.049  17.371 
984    2      0      26.983  22.727  17.395 
985    1      0      5.027   19.581  29.156 
986    1      0      4.844   17.981  28.887 
987    2      0      4.374   18.824  29.148 
988    1      0      28.169  7.995   25.059 
989    1      0      29.286  7.638   23.922 
990    2      0      29.02   8.295   24.626 
991    1      0      9.746   11.549  30.762 
992    1      0      8.969   11.867  32.163 
993    2      0      9.454   12.272  31.388 
994    1      0      6.324   24.838  48.478 
995    1      0      7.178   24.877  49.869 
996    2      0      6.533   25.378  49.294 
997    1      0      6.952   41.571  28.005 
